,t,pos,vel,rot_vel,head_direction
162,16.29999999999996,"[0.5310449245655727, 0.9445006907338307]","[-0.09580090912563288, 0.09937035107486336]",1.3283449176212958,"[-0.6428569015037346, 0.7659862950399423]"
163,16.399999999999963,"[0.5214015955942578, 0.955258182985063]","[-0.09643328971314924, 0.10757492251232348]",-0.36272656504165113,"[-0.6593598306875486, 0.7518275159075299]"
164,16.499999999999964,"[0.5143365625097511, 0.9647482517792374]","[-0.07065033084506678, 0.09490068794174356]",-0.9089044268843516,"[-0.6183299238757491, 0.7859186377989837]"
165,16.599999999999966,"[0.5048736267527247, 0.9667437596637414]","[-0.09462935757026392, 0.019955078845039775]",7.23019841425538,"[-0.9066153692187909, 0.42195802195985727]"
166,16.699999999999967,"[0.4994487505365785, 0.9659429866204337]","[-0.05424876216146235, -0.008007730433077231]",3.5438902780966375,"[-0.9989879900874893, 0.044977724052673466]"
167,16.79999999999997,"[0.49008571897914993, 0.9668034504327331]","[-0.0936303155742857, 0.00860463812299428]",-2.3819934901243656,"[-0.9971062459568145, 0.07602061742651542]"
168,16.89999999999997,"[0.4852068742792322, 0.9626311356541919]","[-0.04878844699917728, -0.04172314778541186]",7.991503415025338,"[-0.8993312023515802, -0.4372680967974465]"
169,16.99999999999997,"[0.47788311264697475, 0.9587797979081644]","[-0.07323761632257453, -0.03851337746027528]",-2.2337319249473264,"[-0.8899297588792177, -0.4560976038757247]"
170,17.099999999999973,"[0.4676533916514157, 0.9568934890930193]","[-0.10229720995559077, -0.018863088151450658]",-3.017850497384593,"[-0.9612967068918588, -0.27551522883294105]"
171,17.199999999999974,"[0.46037126408962675, 0.9540057420603789]","[-0.0728212756178892, -0.028877470326403865]",1.9518729548837932,"[-0.9411630186294884, -0.3379529144189014]"
172,17.299999999999976,"[0.45640250158303386, 0.9477840430248535]","[-0.03968762506592893, -0.062216990355253854]",6.254568334028057,"[-0.7058171591697251, -0.7083940554674206]"
173,17.399999999999977,"[0.45120725013977636, 0.9393868654330945]","[-0.05195251443257498, -0.08397177591759064]",0.13763343553717888,"[-0.5894744655194502, -0.8077870106040073]"
174,17.49999999999998,"[0.4407999810130028, 0.9297220754417315]","[-0.10407269126773588, -0.09664789991362999]",-2.6832675266272155,"[-0.6878128201522788, -0.7258880936027047]"
175,17.59999999999998,"[0.4312518083982437, 0.9216429440331051]","[-0.09548172614759098, -0.08079131408626372]",-0.46172624538824536,"[-0.7391923311215342, -0.6734943931549188]"
176,17.69999999999998,"[0.4223193768095346, 0.9099596028424709]","[-0.089324315887091, -0.11683341190634189]",2.1580057519479245,"[-0.6536383887929342, -0.7568070141695153]"
177,17.799999999999983,"[0.4143209034579267, 0.9051857583898618]","[-0.0799847335160786, -0.047738444526090884]",-3.799555652934945,"[-0.7994245892657706, -0.6007664488611643]"
178,17.899999999999984,"[0.40717481262682265, 0.8977300562706653]","[-0.07146090831104068, -0.0745570211919655]",2.685041091088256,"[-0.7299107189199312, -0.6835424949524274]"
179,17.999999999999986,"[0.40132312233095724, 0.8893423252297182]","[-0.05851690295865408, -0.08387731040947033]",1.550525019594171,"[-0.6277931124893749, -0.7783802463519377]"
180,18.099999999999987,"[0.39652460886676966, 0.8830626854274621]","[-0.047985134641875815, -0.06279639802256098]",-0.43340151290356843,"[-0.6140883068324031, -0.789237322617039]"
181,18.19999999999999,"[0.3922870935668561, 0.8808910711106952]","[-0.042375152999135635, -0.021716143167669344]",-4.447318527899142,"[-0.8151160872773471, -0.5792976473814375]"
182,18.29999999999999,"[0.38692702955574676, 0.878929618981252]","[-0.053600640111093334, -0.019614521294432086]",-1.227776027502241,"[-0.904927346932733, -0.4255660897831088]"
183,18.39999999999999,"[0.38020666822807647, 0.8801729146809533]","[-0.06720361327670288, 0.012432956997012745]",-5.337471004961714,"[-0.9997690067710197, -0.02149262897108914]"
184,18.499999999999993,"[0.3761287417461796, 0.8814109831230251]","[-0.04077926481896865, 0.012380684420718602]",-1.1182673970473278,"[-0.9820543077676137, 0.18859834727556093]"
185,18.599999999999994,"[0.3709570665035608, 0.8845652504375368]","[-0.051716752426188006, 0.03154267314511627]",-2.5291922644845055,"[-0.9094094199185768, 0.4159020401048277]"
186,18.699999999999996,"[0.36416265072320053, 0.8866151270084293]","[-0.06794415780360274, 0.02049876570892506]",2.546645993904053,"[-0.9433232084184304, 0.33187546528654155]"
187,18.799999999999997,"[0.3569956517301028, 0.889665337120634]","[-0.0716699899309775, 0.03050210112204743]",-1.093561861439074,"[-0.92828792249994, 0.371862249953858]"
188,18.9,"[0.3528666885013491, 0.8925744372642112]","[-0.04128963228753668, 0.02909100143577148]",-2.1141473208207984,"[-0.8595808465850056, 0.5109997731743187]"
189,19.0,"[0.3522414906758836, 0.8984199363172872]","[-0.006251978254654955, 0.05845499053076075]",-8.504737050552595,"[-0.3942277890689516, 0.9190127585217771]"
190,19.1,"[0.3502074872581626, 0.9010423857051174]","[-0.02034003417721031, 0.026224493878301836]",5.5313678711464,"[-0.5438979308137303, 0.8391513813708124]"
191,19.200000000000003,"[0.35124637186265634, 0.9046359580978492]","[0.010388846044937505, 0.035935723927318364]",-9.411168553060296,"[0.004183034369645546, 0.9999912510734594]"
192,19.300000000000004,"[0.35160606623737994, 0.9105207229396515]","[0.00359694374723607, 0.05884764841802226]",2.203843480107881,"[0.04208221102669251, 0.9991141513936759]"
193,19.400000000000006,"[0.35231633943844365, 0.9146474169248111]","[0.007102732010637047, 0.04126693985159635]",-1.094063117856221,"[0.1273421479890563, 0.9918588495070926]"
194,19.500000000000007,"[0.3564166559655488, 0.9195828448633463]","[0.0410031652710513, 0.04935427938535186]",-5.227786071672043,"[0.48557001620241214, 0.8741977804622871]"
195,19.60000000000001,"[0.3621633373067916, 0.9247007245767018]","[0.05746681341242843, 0.05117879713355533]",-1.4996982623380362,"[0.6680749434650912, 0.7440939926609508]"
196,19.70000000000001,"[0.3676854684001893, 0.9266840180289175]","[0.05522131093397664, 0.019832934522157064]",-3.8277726208482665,"[0.8736831240943923, 0.4864954251302502]"
197,19.80000000000001,"[0.3753593539531853, 0.9311081268583369]","[0.07673885552996029, 0.04424108829419349]",1.7816597484461905,"[0.8688082246358672, 0.495148734023498]"
198,19.900000000000013,"[0.38111100975166184, 0.9348121764396627]","[0.05751655798476529, 0.037040495813258634]",0.49169419197312436,"[0.8503744809995922, 0.5261779566502897]"
199,20.000000000000014,"[0.386798011472985, 0.9392726498946832]","[0.05687001721323137, 0.044604734550204306]",0.9296710096176297,"[0.809131077867069, 0.5876281977829817]"
200,20.100000000000016,"[0.3964306622577647, 0.945929332832454]","[0.09632650784779706, 0.06656682937770775]",-0.6041096061470785,"[0.818209948881345, 0.5749195418070139]"
201,20.200000000000017,"[0.4015201716885073, 0.9548532017868747]","[0.050895094307426, 0.08923868954420766]",4.477818574425783,"[0.6161964705771816, 0.7875924768865079]"
202,20.30000000000002,"[0.4062748932410532, 0.9627255162206266]","[0.04754721552545915, 0.07872314433751915]",-0.25027662646861515,"[0.5509540623930101, 0.8345355721193909]"
203,20.40000000000002,"[0.41253677723662224, 0.9686122359214221]","[0.0626188399556904, 0.05886719700795462]",-2.729273495288247,"[0.6734297148106262, 0.7392512558055473]"
204,20.50000000000002,"[0.41947101818866944, 0.974327031139673]","[0.06934240952047199, 0.05714795218250912]",-0.6523685120511757,"[0.7406162171521611, 0.6719282840387231]"
205,20.600000000000023,"[0.42542688929161304, 0.9778804193422295]","[0.059558711029435996, 0.03553388202556462]",-1.5135922047442563,"[0.8229990440393036, 0.5680427567625455]"
206,20.700000000000024,"[0.4274155080143356, 0.9855756033695456]","[0.01988618722722546, 0.07695184027316171]",7.799703806225929,"[0.4672073598626306, 0.8841477720891403]"
207,20.800000000000026,"[0.43682642707248664, 0.9883476308104573]","[0.09410919058151057, 0.027720274409116508]",-10.314425685877389,"[0.8546629101989351, 0.5191833105274926]"
208,20.900000000000027,"[0.4505233438754208, 0.99807376347701]","[0.13696916802934167, 0.09726132666552756]",3.310161229386917,"[0.8289233036875845, 0.559362276707735]"
209,21.00000000000003,"[0.4529618357865352, 0.9949029974497811]","[0.024384919111143932, -0.031707660272289884]",-15.326582283432009,"[0.8940888672918631, -0.44788960401504446]"
210,21.10000000000003,"[0.4543920706244199, 0.9793601012778211]","[0.014302348378846808, -0.1554289617195992]",-5.638381719233516,"[0.4039893795177351, -0.9147636750750848]"
211,21.20000000000003,"[0.4636915635055176, 0.9703470375577908]","[0.09299492881097715, -0.09013063720030301]",7.092768704999193,"[0.6236193930272743, -0.7817281193869733]"
212,21.300000000000033,"[0.47225646239134783, 0.9585907157922609]","[0.0856489888583023, -0.11756321765529987]",-1.7141606500158524,"[0.600560202900763, -0.7995795411913653]"
213,21.400000000000034,"[0.4823447874273721, 0.9481670799020807]","[0.10088325036024248, -0.10423635890180138]",1.394301521193908,"[0.6649744391507213, -0.7468661160316378]"
214,21.500000000000036,"[0.4955166898913032, 0.9456116596379813]","[0.1317190246393113, -0.02555420264099384]",6.101153253716207,"[0.918976325255404, -0.3943127104470182]"
215,21.600000000000037,"[0.5044443524701905, 0.9407001449684631]","[0.08927662578887274, -0.049115146695182244]",-3.113267738384753,"[0.8913773344235131, -0.4532620077571388]"
216,21.70000000000004,"[0.5122647323100536, 0.935941272393554]","[0.07820379839863167, -0.047588725749091454]",-0.43706098342175537,"[0.86719540642168, -0.49796799804920916]"
217,21.80000000000004,"[0.5196569805695115, 0.9295537298756437]","[0.07392248259457834, -0.06387542517910294]",-1.6595233397003462,"[0.7967399227598063, -0.6043223440190655]"
218,21.90000000000004,"[0.5307555981807938, 0.9263838996446724]","[0.1109861761128228, -0.03169830230971282]",4.344116893714576,"[0.9206183983821379, -0.3904635252623568]"
219,22.000000000000043,"[0.5384369605748623, 0.9247053075183683]","[0.0768136239406858, -0.01678592126304057]",0.6305400081156165,"[0.9618630804548394, -0.2735313774650494]"
220,22.100000000000044,"[0.5447616823304564, 0.9228022877448074]","[0.06324721755594065, -0.019030197735608878]",-0.7712197796250742,"[0.9590406525317972, -0.2832684712271819]"
221,22.200000000000045,"[0.5541962814471271, 0.918147908431007]","[0.09434599116670661, -0.046543793138004164]",-1.6602889571661272,"[0.920543209536822, -0.3906407548831108]"
222,22.300000000000047,"[0.5634228434961112, 0.9124505848954617]","[0.09226562048984088, -0.05697323535545307]",-0.9488295449002315,"[0.8763297334454454, -0.48171173774305576]"
223,22.40000000000005,"[0.5715002311512077, 0.9031428449246957]","[0.0807738765509658, -0.0930773997076606]",-3.028677700273299,"[0.7392859309377824, -0.6733916485355728]"
224,22.50000000000005,"[0.5753216352179065, 0.8936367088445832]","[0.0382140406669873, -0.09506136080112415]",-3.3251898623943443,"[0.5064041544888085, -0.8622962555389388]"
225,22.60000000000005,"[0.5756515183575756, 0.8853443328788755]","[0.003298831396690849, -0.08292375965707754]",-3.424601359604136,"[0.20064535374411538, -0.9796639434116674]"
226,22.700000000000053,"[0.5834145181154357, 0.8830237395777009]","[0.077629997578601, -0.023205933011746227]",12.405524602481428,"[0.8063844032872328, -0.5913917433775123]"
227,22.800000000000054,"[0.5923369141644101, 0.8861397981537608]","[0.0892239604897449, 0.03116058576059899]",6.264655019666954,"[0.9996814328812934, 0.025239507768654707]"
228,22.900000000000055,"[0.6016443747574798, 0.8933502653813673]","[0.09307460593069639, 0.07210467227606543]",3.231216943022402,"[0.8999763030205165, 0.43593881910369436]"
229,23.000000000000057,"[0.6102534140835296, 0.8990652431848848]","[0.08609039326049839, 0.05714977803517485]",-0.7308190641215351,"[0.8571510174870893, 0.5150651737604158]"
230,23.10000000000006,"[0.6142538907830851, 0.9058027616148818]","[0.040004766995555, 0.06737518429997036]",4.48931874747138,"[0.6434007485339037, 0.7655295401132555]"
231,23.20000000000006,"[0.6183680270838408, 0.9185962809175894]","[0.04114136300755633, 0.12793519302707557]",2.2468810668318984,"[0.42564254080370295, 0.9048913898685124]"
232,23.30000000000006,"[0.6218162559913682, 0.9320842095982803]","[0.03448228907527495, 0.1348792868069093]",0.6084341034929852,"[0.3082324877839168, 0.9513110603133644]"
233,23.400000000000063,"[0.6224655903416183, 0.9429438468433865]","[0.006493343502500526, 0.1085963724510619]",1.9056749574381948,"[0.14355946763059102, 0.9896416923582098]"
234,23.500000000000064,"[0.6238603881449434, 0.9442405041208513]","[0.013947978033250763, 0.012966572774647522]",-7.621500659504639,"[0.5645706378683555, 0.8253847556484903]"
235,23.600000000000065,"[0.6227396650723733, 0.9507806205837115]","[-0.011207230725700512, 0.06540116462860235]",9.915796091349547,"[0.08082162470330004, 0.9967285814003323]"
236,23.700000000000067,"[0.6238033260364195, 0.9530935322146872]","[0.01063660964046198, 0.023129116309756892]",-6.007731822397648,"[0.3096880434275766, 0.950838217447111]"
237,23.800000000000068,"[0.6217875273339535, 0.9571594472748165]","[-0.02015798702466043, 0.040659150601293215]",8.913211220705232,"[-0.2064451282958994, 0.9784581794859142]"
238,23.90000000000007,"[0.6229714816114836, 0.9590777281964951]","[0.011839542775301526, 0.019182809216785612]",-10.132511556606012,"[0.30033616119156115, 0.9538334185174666]"
239,24.00000000000007,"[0.6153281152858234, 0.9663904273925077]","[-0.07643366325660206, 0.07312699196012629]",13.605023751146762,"[-0.4399950636861481, 0.8980001914987671]"
240,24.100000000000072,"[0.6072548380365982, 0.9664269428670615]","[-0.08073277249225241, 0.000365154745538554]",7.587760372674808,"[-0.9373287090985487, 0.34844639630744995]"
241,24.200000000000074,"[0.5951038739492163, 0.9692460049979996]","[-0.12150964087381921, 0.02819062130938077]",-2.234488570504798,"[-0.9636128591613199, 0.2673018100554992]"
242,24.300000000000075,"[0.5832694060771069, 0.9698336131100916]","[-0.118344678721094, 0.005876081120920196]",1.783599488855181,"[-0.9924281076593725, 0.1228269153224857]"
243,24.400000000000077,"[0.5670307320835845, 0.9741205302451468]","[-0.16238673993522412, 0.04286917135055135]",-2.084953553215243,"[-0.9773700766686415, 0.21153660022023107]"
244,24.500000000000078,"[0.5523981093244257, 0.9714867811599686]","[-0.14632622759158775, -0.026337490851782164]",4.361932806813011,"[-0.9988278318888536, -0.04840415523704559]"
245,24.60000000000008,"[0.5343174336671, 0.9574197979579819]","[-0.1808067565732563, -0.14066983201986627]",4.8310580410767345,"[-0.8961120497915934, -0.44382788805832]"
246,24.70000000000008,"[0.5138475511168744, 0.9445319659191903]","[-0.20469882550225638, -0.12887832038791625]",-0.9928945486836227,"[-0.8638658664270042, -0.5037219121919566]"
247,24.800000000000082,"[0.49378744797224194, 0.9241574375167873]","[-0.20060103144632468, -0.20374528402403058]",2.3127430035170837,"[-0.7616233100989811, -0.6480200101184154]"
248,24.900000000000084,"[0.48131033502567255, 0.9053961023627194]","[-0.12477112946569391, -0.1876133515406786]",1.9074502438314722,"[-0.6284721302120613, -0.7778321037002226]"
249,25.000000000000085,"[0.473242207663237, 0.8853906975446016]","[-0.08068127362435562, -0.20005404818117745]",2.0353325470728567,"[-0.4633480861013049, -0.8861763656892785]"
250,25.100000000000087,"[0.4615555751387214, 0.8726130030183396]","[-0.11686632524515572, -0.12777694526262096]",-3.5748394438888997,"[-0.6089150592213994, -0.7932354320461231]"
251,25.200000000000088,"[0.4516618286379757, 0.8642930625474804]","[-0.09893746500745704, -0.08319940470859155]",-1.3076161490028504,"[-0.716950822713598, -0.6971237464111338]"
252,25.30000000000009,"[0.4436931718225405, 0.8585501615691541]","[-0.07968656815435238, -0.05742900978326304]",-0.7472857652827436,"[-0.7817037351542836, -0.6236499582665277]"
253,25.40000000000009,"[0.43820835379597306, 0.8529933347141484]","[-0.054848180265674173, -0.05556826855005692]",1.674479737334531,"[-0.7300270717821914, -0.6834182280749609]"
254,25.500000000000092,"[0.434848561506645, 0.8506041096061453]","[-0.03359792289328034, -0.023892251080031013]",-1.73762665940278,"[-0.7882213329624633, -0.6153918509883581]"
255,25.600000000000094,"[0.4318391512541504, 0.8494824045950966]","[-0.030094102524946265, -0.011217050110486904]",-2.6137396665177537,"[-0.896735871201779, -0.4425661276012731]"
256,25.700000000000095,"[0.43018985609809884, 0.8486554635660015]","[-0.016492951560515556, -0.008269410290950852]",1.07991615080822,"[-0.8948688459521401, -0.4463291930226893]"
257,25.800000000000097,"[0.4277341517659768, 0.8479691055615622]","[-0.02455704332122055, -0.006863580044392803]",-1.922324750923936,"[-0.9441376345980212, -0.32955140256969506]"
258,25.900000000000098,"[0.4214678668740104, 0.8456270943402923]","[-0.062662848919664, -0.023420112212699795]",0.8512651604255383,"[-0.9392384685912777, -0.3432653479719609]"
259,26.0000000000001,"[0.4131781060218436, 0.8389120665646782]","[-0.08289760852166761, -0.06715027775614058]",3.231603688055369,"[-0.8412880610640848, -0.5405870867039211]"
260,26.1000000000001,"[0.40384848863672196, 0.8370739599038759]","[-0.09329617385121669, -0.018381066608023078]",-4.86309074716587,"[-0.949425360942591, -0.3139928088333085]"
261,26.200000000000102,"[0.39823988796929016, 0.8358105082748777]","[-0.056086006674317956, -0.012634516289982134]",0.2704653493254394,"[-0.9678727876517375, -0.2514403844318866]"
262,26.300000000000104,"[0.39257265494590576, 0.8322575386946512]","[-0.05667233023384399, -0.035529695802264394]",3.3841972841057055,"[-0.8967601043905294, -0.4425170224674827]"
263,26.400000000000105,"[0.3842434144396621, 0.8292202304507025]","[-0.08329240506243674, -0.030373082439487664]",-2.1032013075934053,"[-0.9264602357983063, -0.3763926559917806]"
264,26.500000000000107,"[0.37752651597611553, 0.8219391365890886]","[-0.06716898463546561, -0.07281093861613908]",4.760140263981532,"[-0.777475253131109, -0.6289135320286232]"
265,26.600000000000108,"[0.3692870164065965, 0.8161986447923293]","[-0.08239499569519027, -0.05740491796759284]",-2.1717312232414265,"[-0.8066186839894046, -0.5910721602640416]"
266,26.70000000000011,"[0.3599173922794558, 0.8151032207844694]","[-0.09369624127140708, -0.01095424007859891]",-4.92130953251019,"[-0.9591963042868503, -0.28274095890487466]"
267,26.80000000000011,"[0.3494455766380368, 0.8125408175246092]","[-0.10471815641418969, -0.025624032598602353]",1.235967838236891,"[-0.9675281073620318, -0.2527634496212705]"
268,26.900000000000112,"[0.3363028332343785, 0.8092866731943271]","[-0.1314274340365834, -0.03254144330282038]",0.02738480297733492,"[-0.9696525054997444, -0.2444872564737648]"
269,27.000000000000114,"[0.3240089759288965, 0.8032050568261504]","[-0.12293857305481992, -0.06081616368176723]",2.166713222210759,"[-0.9253994780419339, -0.3789931477477083]"
270,27.100000000000115,"[0.31551110428183626, 0.7975724913195943]","[-0.08497871647060229, -0.05632565506556109]",1.2594898358910767,"[-0.8678753029216354, -0.4967821037222251]"
271,27.200000000000117,"[0.31081648515129345, 0.7888590671740955]","[-0.0469461913054281, -0.08713424145498805]",4.912762385081542,"[-0.6269058148710192, -0.7790950515058503]"
272,27.300000000000118,"[0.2997547175830653, 0.778938312219153]","[-0.11061767568228131, -0.0992075495494249]",-3.455399910314405,"[-0.7073393277670711, -0.7068741581031436]"
273,27.40000000000012,"[0.29063748618452995, 0.768035810577571]","[-0.09117231398535375, -0.10902501641582019]",1.4326685488322344,"[-0.6640372812280653, -0.7476994644502826]"
274,27.50000000000012,"[0.2735258465280519, 0.7610599660263131]","[-0.1711163965647805, -0.06975844551257881]",-4.87243760765443,"[-0.8585340329137048, -0.5127565838962282]"
275,27.600000000000122,"[0.26202193876210816, 0.752312676883014]","[-0.11503907765943733, -0.08747289143299142]",2.6301252221762317,"[-0.8179907322989286, -0.5752313985458918]"
276,27.700000000000124,"[0.258059939945672, 0.7439045816092942]","[-0.03961998816436163, -0.08408095273719773]",4.803400032629068,"[-0.573786360148622, -0.8190050139696311]"
277,27.800000000000125,"[0.25067475820281043, 0.7332071595159335]","[-0.07385181742861568, -0.10697422093360665]",-1.6388368451183943,"[-0.5700195698921272, -0.8216311154891801]"
278,27.900000000000126,"[0.24690345963084007, 0.723461155890972]","[-0.03771298571970366, -0.09746003624961475]",2.3502298009948674,"[-0.43330168310430334, -0.9012489397602518]"
279,28.000000000000128,"[0.24300233085876094, 0.7155581546748837]","[-0.039011287720791266, -0.07903001216088335]",-0.8932099792518322,"[-0.439529467492883, -0.8982281710152621]"
280,28.10000000000013,"[0.23328823189316336, 0.706349426967031]","[-0.09714098965597578, -0.09208727707852749]",-3.5356820322058446,"[-0.6393546232601991, -0.7689120012822072]"
281,28.20000000000013,"[0.22119066883949162, 0.6912031399211934]","[-0.1209756305367174, -0.15146287045837536]",1.3814090272014212,"[-0.6292003572118119, -0.7772431475957368]"
282,28.300000000000132,"[0.21646047890823422, 0.6716205798779528]","[-0.047301899312574, -0.1958256004324066]",4.369464283030755,"[-0.3744038427377803, -0.9272657453735598]"
283,28.400000000000134,"[0.21316016670961707, 0.6493635553795624]","[-0.0330031219861715, -0.222570244983904]",0.8980154800973406,"[-0.22397695580114696, -0.9745944404058804]"
284,28.500000000000135,"[0.21511954941708272, 0.6332387059054205]","[0.01959382707465651, -0.16124849474141834]",2.6813129008012915,"[0.005836051973720921, -0.9999829701036713]"
285,28.600000000000136,"[0.21335101106917845, 0.6248061749459338]","[-0.01768538347904275, -0.08432530959486706]",-3.2764689368297795,"[-0.1355760078654969, -0.9907669484249334]"
286,28.700000000000138,"[0.21238121139217742, 0.6144176962963566]","[-0.00969799677001032, -0.1038847864957726]",1.1364629835076734,"[-0.10718009479868437, -0.9942396226659572]"
287,28.80000000000014,"[0.21007584479770205, 0.6078396950301024]","[-0.02305366594475361, -0.06578001266254185]",-2.4400240605239887,"[-0.25773031568994126, -0.9662168930288701]"
288,28.90000000000014,"[0.20513120037736507, 0.5926202950544344]","[-0.049446444203369855, -0.15219399975668013]",0.22949205795085525,"[-0.2919976350090713, -0.9564190405617765]"
289,29.000000000000142,"[0.19243898565785397, 0.5868093650886211]","[-0.12692214719511097, -0.058109299658132274]",-8.273163597493651,"[-0.7628165080250389, -0.6466150130367264]"
290,29.100000000000144,"[0.1824450256406273, 0.5846115839138816]","[-0.09993960017226661, -0.02197781174739566]",-2.1288524262062403,"[-0.9296855482001413, -0.368354152233693]"
291,29.200000000000145,"[0.17180858801184706, 0.5839314767137076]","[-0.10636437628780249, -0.006801072001739739]",-1.5261252832365635,"[-0.985932448420503, -0.1671442704718061]"
292,29.300000000000146,"[0.16200132414240162, 0.5800943529946134]","[-0.09807263869445443, -0.03837123719094171]",3.090919267966754,"[-0.9539330454096719, -0.3000195741538018]"
293,29.400000000000148,"[0.15048867833810559, 0.5719747212384007]","[-0.11512645804296034, -0.08119631756212775]",2.4131763066616285,"[-0.8720371456554342, -0.4894396965889905]"
294,29.50000000000015,"[0.13464665396187178, 0.5665516321411306]","[-0.15842024376233804, -0.05423089097270073]",-2.8444324581891944,"[-0.9247996284479164, -0.38045452714167527]"
295,29.60000000000015,"[0.12070824013604733, 0.5693654597505381]","[-0.13938413825824447, 0.028138276094075154]",-5.290211359185157,"[-0.9999859164384732, 0.005307252086226737]"
296,29.700000000000152,"[0.10827377326611104, 0.5722805743174904]","[-0.12434466869936295, 0.029151145669522593]",-0.31081427972768694,"[-0.9879450635011379, 0.15480488204101533]"
297,29.800000000000153,"[0.09426322784554084, 0.577285477106174]","[-0.14010545420570203, 0.05004902788683596]",-1.1281682168388851,"[-0.9608832456980456, 0.2769537653414182]"
298,29.900000000000155,"[0.08429887053407711, 0.5828974284254497]","[-0.09964357311463723, 0.05611951319275721]",-1.6982912404138872,"[-0.9065980790683154, 0.42199516943875154]"
299,30.000000000000156,"[0.07796821119537671, 0.5864906848798677]","[-0.06330659338700403, 0.035932564544179924]",-0.03331631890810094,"[-0.8826200010465318, 0.4700871554856824]"
300,30.100000000000158,"[0.07579772678252797, 0.5929315050654916]","[-0.021704844128487416, 0.06440820185623974]",-7.295144890786398,"[-0.5409376343239702, 0.841062706206848]"
301,30.20000000000016,"[0.07483834600299681, 0.5976001159269904]","[-0.009593807795311576, 0.04668610861498723]",-1.22368957773614,"[-0.31931519222810445, 0.9476485677783344]"
302,30.30000000000016,"[0.07556160715323333, 0.6034830399098746]","[0.007232611502365205, 0.05882923982884258]",-3.2499932322936687,"[-0.025656518553483207, 0.9996708173472478]"
303,30.400000000000162,"[0.07407103120172395, 0.611445699201871]","[-0.014905759515093792, 0.07962659291996355]",3.0738722460099632,"[-0.13158980048906171, 0.991304254206169]"
304,30.500000000000163,"[0.0710476384360236, 0.6190655356521487]","[-0.0302339276570035, 0.0761983645027775]",1.9267354423119154,"[-0.2916896767972146, 0.9565130069423711]"
305,30.600000000000165,"[0.06905169703382318, 0.6225698288456403]","[-0.019959414022004268, 0.03504293193491548]",1.4000718752452301,"[-0.42952094995712753, 0.9030568938599199]"
306,30.700000000000166,"[0.06813716857286407, 0.6241271536254297]","[-0.00914528460959102, 0.015573247797894263]",0.13216365724947554,"[-0.48116808772161146, 0.8766283541834178]"
307,30.800000000000168,"[0.0683017091759798, 0.6271745409888833]","[0.0016454060311572871, 0.030473873634535575]",-5.8491330836454924,"[-0.12883163474568496, 0.9916664811763855]"
308,30.90000000000017,"[0.06933695028449827, 0.630209007315069]","[0.010352411085184643, 0.030344663261857585]",-2.7483388668858577,"[0.17640122439134007, 0.9843183468945582]"
309,31.00000000000017,"[0.07029470849330642, 0.6317298959528544]","[0.009577582088081543, 0.015208886377854336]",-2.332365373703791,"[0.4209444891320592, 0.9070864000024197]"
310,31.100000000000172,"[0.07332533870128807, 0.6358087427750876]","[0.03030630207981652, 0.0407884682223314]",-0.7698450397368273,"[0.5404263418055948, 0.841391329336488]"
311,31.200000000000173,"[0.0730688199193531, 0.6438055434044431]","[-0.0025651878193497235, 0.07996800629355483]",6.710834473130627,"[0.16538204446630703, 0.9862295774149873]"
312,31.300000000000175,"[0.07130501464042839, 0.6522979463400339]","[-0.0176380527892471, 0.08492402935590837]",1.7271530550578462,"[-0.08168497095722721, 0.9966581989427052]"
313,31.400000000000176,"[0.07736918893212506, 0.6612423095413991]","[0.06064174291696672, 0.08944363201365158]",-8.005769618418377,"[0.36528043781181313, 0.9308975248393402]"
314,31.500000000000178,"[0.08762417750900209, 0.6780264972025953]","[0.10254988576877025, 0.1678418766119627]",0.4734114107933174,"[0.4709362671556605, 0.8821672360031813]"
315,31.60000000000018,"[0.10111427530229729, 0.6849956242790406]","[0.134900977932952, 0.06969127076445258]",-5.454854353156682,"[0.7805526846465205, 0.6250899987130729]"
316,31.70000000000018,"[0.11262266540621294, 0.6944313196238228]","[0.11508390103915647, 0.09435695344782169]",2.099072762099071,"[0.7757335226314668, 0.6310606166334384]"
317,31.800000000000182,"[0.12352549858394632, 0.7013395738997041]","[0.10902833177733384, 0.06908254275881376]",-1.2198194781103666,"[0.8229934611983113, 0.5680508452813213]"
318,31.900000000000183,"[0.1321382296992817, 0.7053725082900444]","[0.08612731115335392, 0.04032934390340248]",-1.2684560442750836,"[0.8807872097481454, 0.4735122924952177]"
319,32.000000000000185,"[0.1397206519596768, 0.7087340694185693]","[0.075824222603951, 0.03361561128524926]",-0.20630793329866393,"[0.9036333529837444, 0.4283068565588879]"
320,32.100000000000186,"[0.14549608504465633, 0.7117612921094297]","[0.0577543308497952, 0.030272226908604205]",0.6548381232765194,"[0.8918414439588931, 0.4523481389785045]"
321,32.20000000000019,"[0.15377938415957193, 0.7149804616720168]","[0.08283299114915599, 0.03219169562587054]",-1.1211173972619726,"[0.919666197885991, 0.3927010115417649]"
322,32.30000000000019,"[0.160249029118887, 0.7209039758283037]","[0.06469644959315068, 0.05923514156286891]",3.706862708165647,"[0.808473649212746, 0.5885323767887588]"
323,32.40000000000019,"[0.166064820122471, 0.7259859153603503]","[0.05815791003584009, 0.05081939532046609]",-0.23200527148790506,"[0.7721813030640358, 0.6354022625064596]"
